caseID,activity,startTime,endTime
455,f,1:31:54,1:31:55
455,d,1:31:55,1:31:56
455,n,1:31:56,1:31:57
455,m,1:31:57,1:31:58
455,o,1:31:58,1:31:59
456,a,1:31:59,1:32:00
456,c,1:32:00,1:32:01
456,j,1:32:01,1:32:02
456,i,1:32:02,1:32:03
456,g,1:32:03,1:32:04
456,c,1:32:04,1:32:05
456,e,1:32:05,1:32:06
456,h,1:32:06,1:32:07
456,f,1:32:07,1:32:08
456,d,1:32:08,1:32:09
456,n,1:32:09,1:32:10
456,o,1:32:10,1:32:11
457,a,1:32:11,1:32:12
457,c,1:32:12,1:32:13
457,g,1:32:13,1:32:14
457,h,1:32:14,1:32:15
457,k,1:32:15,1:32:16
457,d,1:32:16,1:32:17
457,f,1:32:17,1:32:18
457,b,1:32:18,1:32:19
457,d,1:32:19,1:32:20
457,n,1:32:20,1:32:21
457,c,1:32:21,1:32:22
457,o,1:32:22,1:32:23
458,a,1:32:23,1:32:24
458,e,1:32:24,1:32:25
458,j,1:32:25,1:32:26
458,i,1:32:26,1:32:27
458,b,1:32:27,1:32:28
458,c,1:32:28,1:32:29
458,c,1:32:29,1:32:30
458,h,1:32:30,1:32:31
458,e,1:32:31,1:32:32
458,f,1:32:32,1:32:33
458,e,1:32:33,1:32:34
458,d,1:32:34,1:32:35
458,n,1:32:35,1:32:36
458,d,1:32:36,1:32:37
458,o,1:32:37,1:32:38
459,a,1:32:38,1:32:39
459,e,1:32:39,1:32:40
459,c,1:32:40,1:32:41
459,j,1:32:41,1:32:42
459,h,1:32:42,1:32:43
459,k,1:32:43,1:32:44
459,d,1:32:44,1:32:45
459,e,1:32:45,1:32:46
459,f,1:32:46,1:32:47
459,l,1:32:47,1:32:48
459,e,1:32:48,1:32:49
459,d,1:32:49,1:32:50
459,l,1:32:50,1:32:51
459,n,1:32:51,1:32:52
459,o,1:32:52,1:32:53
460,a,1:32:53,1:32:54
460,e,1:32:54,1:32:55
460,b,1:32:55,1:32:56
460,j,1:32:56,1:32:57
460,f,1:32:57,1:32:58
460,d,1:32:58,1:32:59
460,d,1:32:59,1:33:00
460,n,1:33:00,1:33:01
460,o,1:33:01,1:33:02
461,a,1:33:02,1:33:03
461,i,1:33:03,1:33:04
461,h,1:33:04,1:33:05
461,i,1:33:05,1:33:06
461,k,1:33:06,1:33:07
461,f,1:33:07,1:33:08
461,d,1:33:08,1:33:09
461,n,1:33:09,1:33:10
461,o,1:33:10,1:33:11
462,a,1:33:11,1:33:12
462,d,1:33:12,1:33:13
462,e,1:33:13,1:33:14
462,h,1:33:14,1:33:15
462,d,1:33:15,1:33:16
462,f,1:33:16,1:33:17
462,n,1:33:17,1:33:18
462,o,1:33:18,1:33:19
463,a,1:33:19,1:33:20
463,c,1:33:20,1:33:21
463,j,1:33:21,1:33:22
463,g,1:33:22,1:33:23
463,c,1:33:23,1:33:24
463,e,1:33:24,1:33:25
463,f,1:33:25,1:33:26
463,d,1:33:26,1:33:27
463,n,1:33:27,1:33:28
463,o,1:33:28,1:33:29
464,a,1:33:29,1:33:30
464,e,1:33:30,1:33:31
464,c,1:33:31,1:33:32
464,i,1:33:32,1:33:33
464,j,1:33:33,1:33:34
464,e,1:33:34,1:33:35
464,h,1:33:35,1:33:36
464,k,1:33:36,1:33:37
464,e,1:33:37,1:33:38
464,f,1:33:38,1:33:39
464,n,1:33:39,1:33:40
464,o,1:33:40,1:33:41
465,a,1:33:41,1:33:42
465,h,1:33:42,1:33:43
465,k,1:33:43,1:33:44
465,g,1:33:44,1:33:45
465,k,1:33:45,1:33:46
465,d,1:33:46,1:33:47
465,f,1:33:47,1:33:48
465,n,1:33:48,1:33:49
465,o,1:33:49,1:33:50
466,a,1:33:50,1:33:51
466,e,1:33:51,1:33:52
466,g,1:33:52,1:33:53
466,j,1:33:53,1:33:54
466,g,1:33:54,1:33:55
466,c,1:33:55,1:33:56
466,h,1:33:56,1:33:57
466,k,1:33:57,1:33:58
466,e,1:33:58,1:33:59
466,f,1:33:59,1:34:00
466,h,1:34:00,1:34:01
466,l,1:34:01,1:34:02
466,d,1:34:02,1:34:03
466,n,1:34:03,1:34:04
466,e,1:34:04,1:34:05
466,o,1:34:05,1:34:06
467,a,1:34:06,1:34:07
467,e,1:34:07,1:34:08
467,e,1:34:08,1:34:09
467,j,1:34:09,1:34:10
467,g,1:34:10,1:34:11
467,h,1:34:11,1:34:12
467,k,1:34:12,1:34:13
467,f,1:34:13,1:34:14
467,d,1:34:14,1:34:15
467,d,1:34:15,1:34:16
467,n,1:34:16,1:34:17
467,e,1:34:17,1:34:18
467,o,1:34:18,1:34:19
468,a,1:34:19,1:34:20
468,j,1:34:20,1:34:21
468,b,1:34:21,1:34:22
468,i,1:34:22,1:34:23
468,g,1:34:23,1:34:24
468,e,1:34:24,1:34:25
468,h,1:34:25,1:34:26
468,f,1:34:26,1:34:27
468,d,1:34:27,1:34:28
468,d,1:34:28,1:34:29
468,n,1:34:29,1:34:30
468,o,1:34:30,1:34:31
469,a,1:34:31,1:34:32
469,e,1:34:32,1:34:33
469,f,1:34:33,1:34:34
469,b,1:34:34,1:34:35
469,j,1:34:35,1:34:36
469,g,1:34:36,1:34:37
469,c,1:34:37,1:34:38
469,c,1:34:38,1:34:39
469,h,1:34:39,1:34:40
469,c,1:34:40,1:34:41
469,e,1:34:41,1:34:42
469,c,1:34:42,1:34:43
469,c,1:34:43,1:34:44
469,d,1:34:44,1:34:45
469,n,1:34:45,1:34:46
469,o,1:34:46,1:34:47
470,a,1:34:47,1:34:48
470,c,1:34:48,1:34:49
470,b,1:34:49,1:34:50
470,j,1:34:50,1:34:51
470,g,1:34:51,1:34:52
470,h,1:34:52,1:34:53
470,k,1:34:53,1:34:54
470,k,1:34:54,1:34:55
470,f,1:34:55,1:34:56
470,d,1:34:56,1:34:57
470,n,1:34:57,1:34:58
470,o,1:34:58,1:34:59
471,a,1:34:59,1:35:00
471,e,1:35:00,1:35:01
471,j,1:35:01,1:35:02
471,g,1:35:02,1:35:03
471,e,1:35:03,1:35:04
471,f,1:35:04,1:35:05
471,d,1:35:05,1:35:06
471,n,1:35:06,1:35:07
471,m,1:35:07,1:35:08
471,o,1:35:08,1:35:09
472,a,1:35:09,1:35:10
472,b,1:35:10,1:35:11
472,c,1:35:11,1:35:12
472,j,1:35:12,1:35:13
472,g,1:35:13,1:35:14
472,c,1:35:14,1:35:15
472,e,1:35:15,1:35:16
472,h,1:35:16,1:35:17
472,e,1:35:17,1:35:18
472,f,1:35:18,1:35:19
472,d,1:35:19,1:35:20
472,n,1:35:20,1:35:21
472,o,1:35:21,1:35:22
473,a,1:35:22,1:35:23
473,g,1:35:23,1:35:24
473,j,1:35:24,1:35:25
473,c,1:35:25,1:35:26
473,b,1:35:26,1:35:27
473,k,1:35:27,1:35:28
473,f,1:35:28,1:35:29
473,d,1:35:29,1:35:30
473,d,1:35:30,1:35:31
473,l,1:35:31,1:35:32
473,n,1:35:32,1:35:33
473,e,1:35:33,1:35:34
473,o,1:35:34,1:35:35
474,a,1:35:35,1:35:36
474,e,1:35:36,1:35:37
474,h,1:35:37,1:35:38
474,g,1:35:38,1:35:39
474,e,1:35:39,1:35:40
474,b,1:35:40,1:35:41
474,g,1:35:41,1:35:42
474,e,1:35:42,1:35:43
474,j,1:35:43,1:35:44
474,f,1:35:44,1:35:45
474,d,1:35:45,1:35:46
474,d,1:35:46,1:35:47
474,n,1:35:47,1:35:48
474,o,1:35:48,1:35:49
475,a,1:35:49,1:35:50
475,c,1:35:50,1:35:51
475,i,1:35:51,1:35:52
475,j,1:35:52,1:35:53
475,g,1:35:53,1:35:54
475,h,1:35:54,1:35:55
475,f,1:35:55,1:35:56
475,d,1:35:56,1:35:57
475,e,1:35:57,1:35:58
475,d,1:35:58,1:35:59
475,l,1:35:59,1:36:00
475,n,1:36:00,1:36:01
475,o,1:36:01,1:36:02
476,a,1:36:02,1:36:03
476,e,1:36:03,1:36:04
476,b,1:36:04,1:36:05
476,j,1:36:05,1:36:06
476,b,1:36:06,1:36:07
476,h,1:36:07,1:36:08
476,k,1:36:08,1:36:09
476,f,1:36:09,1:36:10
476,e,1:36:10,1:36:11
476,d,1:36:11,1:36:12
476,n,1:36:12,1:36:13
476,o,1:36:13,1:36:14
477,a,1:36:14,1:36:15
477,j,1:36:15,1:36:16
477,c,1:36:16,1:36:17
477,b,1:36:17,1:36:18
477,c,1:36:18,1:36:19
477,b,1:36:19,1:36:20
477,c,1:36:20,1:36:21
477,k,1:36:21,1:36:22
477,h,1:36:22,1:36:23
477,f,1:36:23,1:36:24
477,d,1:36:24,1:36:25
477,e,1:36:25,1:36:26
477,n,1:36:26,1:36:27
477,o,1:36:27,1:36:28
478,a,1:36:28,1:36:29
478,e,1:36:29,1:36:30
478,g,1:36:30,1:36:31
478,b,1:36:31,1:36:32
478,j,1:36:32,1:36:33
478,i,1:36:33,1:36:34
478,h,1:36:34,1:36:35
478,k,1:36:35,1:36:36
478,e,1:36:36,1:36:37
478,e,1:36:37,1:36:38
478,d,1:36:38,1:36:39
478,f,1:36:39,1:36:40
478,l,1:36:40,1:36:41
478,e,1:36:41,1:36:42
478,d,1:36:42,1:36:43
478,n,1:36:43,1:36:44
478,e,1:36:44,1:36:45
478,o,1:36:45,1:36:46
479,a,1:36:46,1:36:47
479,c,1:36:47,1:36:48
479,g,1:36:48,1:36:49
479,j,1:36:49,1:36:50
479,c,1:36:50,1:36:51
479,b,1:36:51,1:36:52
479,k,1:36:52,1:36:53
479,h,1:36:53,1:36:54
479,e,1:36:54,1:36:55
479,b,1:36:55,1:36:56
479,f,1:36:56,1:36:57
479,d,1:36:57,1:36:58
479,o,1:36:58,1:36:59
480,a,1:36:59,1:37:00
480,b,1:37:00,1:37:01
480,j,1:37:01,1:37:02
480,i,1:37:02,1:37:03
480,g,1:37:03,1:37:04
480,c,1:37:04,1:37:05
480,h,1:37:05,1:37:06
480,l,1:37:06,1:37:07
480,f,1:37:07,1:37:08
480,n,1:37:08,1:37:09
480,o,1:37:09,1:37:10
481,a,1:37:10,1:37:11
481,c,1:37:11,1:37:12
481,c,1:37:12,1:37:13
481,j,1:37:13,1:37:14
481,g,1:37:14,1:37:15
481,c,1:37:15,1:37:16
481,h,1:37:16,1:37:17
481,k,1:37:17,1:37:18
481,e,1:37:18,1:37:19
481,g,1:37:19,1:37:20
481,f,1:37:20,1:37:21
481,d,1:37:21,1:37:22
481,n,1:37:22,1:37:23
481,e,1:37:23,1:37:24
481,o,1:37:24,1:37:25
482,a,1:37:25,1:37:26
482,e,1:37:26,1:37:27
482,c,1:37:27,1:37:28
482,j,1:37:28,1:37:29
482,c,1:37:29,1:37:30
482,g,1:37:30,1:37:31
482,h,1:37:31,1:37:32
482,g,1:37:32,1:37:33
482,d,1:37:33,1:37:34
482,f,1:37:34,1:37:35
482,e,1:37:35,1:37:36
482,d,1:37:36,1:37:37
482,n,1:37:37,1:37:38
482,m,1:37:38,1:37:39
482,o,1:37:39,1:37:40
483,a,1:37:40,1:37:41
483,j,1:37:41,1:37:42
483,g,1:37:42,1:37:43
483,h,1:37:43,1:37:44
483,k,1:37:44,1:37:45
483,e,1:37:45,1:37:46
483,f,1:37:46,1:37:47
483,m,1:37:47,1:37:48
483,d,1:37:48,1:37:49
483,n,1:37:49,1:37:50
483,o,1:37:50,1:37:51
484,a,1:37:51,1:37:52
484,c,1:37:52,1:37:53
484,e,1:37:53,1:37:54
484,c,1:37:54,1:37:55
484,j,1:37:55,1:37:56
484,e,1:37:56,1:37:57
484,h,1:37:57,1:37:58
484,e,1:37:58,1:37:59
484,c,1:37:59,1:38:00
484,k,1:38:00,1:38:01
484,f,1:38:01,1:38:02
484,d,1:38:02,1:38:03
484,n,1:38:03,1:38:04
484,o,1:38:04,1:38:05
485,a,1:38:05,1:38:06
485,e,1:38:06,1:38:07
485,g,1:38:07,1:38:08
485,c,1:38:08,1:38:09
485,j,1:38:09,1:38:10
485,i,1:38:10,1:38:11
485,e,1:38:11,1:38:12
485,h,1:38:12,1:38:13
485,e,1:38:13,1:38:14
485,f,1:38:14,1:38:15
485,i,1:38:15,1:38:16
485,n,1:38:16,1:38:17
485,e,1:38:17,1:38:18
485,o,1:38:18,1:38:19
486,a,1:38:19,1:38:20
486,c,1:38:20,1:38:21
486,h,1:38:21,1:38:22
486,j,1:38:22,1:38:23
486,f,1:38:23,1:38:24
486,d,1:38:24,1:38:25
486,n,1:38:25,1:38:26
486,d,1:38:26,1:38:27
486,o,1:38:27,1:38:28
487,a,1:38:28,1:38:29
487,c,1:38:29,1:38:30
487,j,1:38:30,1:38:31
487,h,1:38:31,1:38:32
487,b,1:38:32,1:38:33
487,g,1:38:33,1:38:34
487,f,1:38:34,1:38:35
487,d,1:38:35,1:38:36
487,k,1:38:36,1:38:37
487,n,1:38:37,1:38:38
487,e,1:38:38,1:38:39
487,o,1:38:39,1:38:40
488,a,1:38:40,1:38:41
488,c,1:38:41,1:38:42
488,h,1:38:42,1:38:43
488,c,1:38:43,1:38:44
488,k,1:38:44,1:38:45
488,e,1:38:45,1:38:46
488,f,1:38:46,1:38:47
488,d,1:38:47,1:38:48
488,n,1:38:48,1:38:49
488,o,1:38:49,1:38:50
489,a,1:38:50,1:38:51
489,c,1:38:51,1:38:52
489,h,1:38:52,1:38:53
489,c,1:38:53,1:38:54
489,g,1:38:54,1:38:55
489,d,1:38:55,1:38:56
489,f,1:38:56,1:38:57
489,n,1:38:57,1:38:58
489,o,1:38:58,1:38:59
490,a,1:38:59,1:39:00
490,d,1:39:00,1:39:01
490,j,1:39:01,1:39:02
490,g,1:39:02,1:39:03
490,e,1:39:03,1:39:04
490,h,1:39:04,1:39:05
490,k,1:39:05,1:39:06
490,f,1:39:06,1:39:07
490,d,1:39:07,1:39:08
490,n,1:39:08,1:39:09
490,o,1:39:09,1:39:10
491,a,1:39:10,1:39:11
491,h,1:39:11,1:39:12
491,i,1:39:12,1:39:13
491,k,1:39:13,1:39:14
491,d,1:39:14,1:39:15
491,f,1:39:15,1:39:16
491,o,1:39:16,1:39:17
492,a,1:39:17,1:39:18
492,c,1:39:18,1:39:19
492,b,1:39:19,1:39:20
492,h,1:39:20,1:39:21
492,c,1:39:21,1:39:22
492,j,1:39:22,1:39:23
492,g,1:39:23,1:39:24
492,k,1:39:24,1:39:25
492,g,1:39:25,1:39:26
492,e,1:39:26,1:39:27
492,d,1:39:27,1:39:28
492,f,1:39:28,1:39:29
492,m,1:39:29,1:39:30
492,e,1:39:30,1:39:31
492,d,1:39:31,1:39:32
492,n,1:39:32,1:39:33
492,o,1:39:33,1:39:34
493,a,1:39:34,1:39:35
493,e,1:39:35,1:39:36
493,b,1:39:36,1:39:37
493,j,1:39:37,1:39:38
493,i,1:39:38,1:39:39
493,h,1:39:39,1:39:40
493,k,1:39:40,1:39:41
493,f,1:39:41,1:39:42
493,d,1:39:42,1:39:43
493,d,1:39:43,1:39:44
493,n,1:39:44,1:39:45
493,o,1:39:45,1:39:46
494,a,1:39:46,1:39:47
494,h,1:39:47,1:39:48
494,j,1:39:48,1:39:49
494,i,1:39:49,1:39:50
494,f,1:39:50,1:39:51
494,d,1:39:51,1:39:52
494,d,1:39:52,1:39:53
494,n,1:39:53,1:39:54
494,o,1:39:54,1:39:55
495,a,1:39:55,1:39:56
495,e,1:39:56,1:39:57
495,g,1:39:57,1:39:58
495,h,1:39:58,1:39:59
495,i,1:39:59,1:40:00
495,k,1:40:00,1:40:01
495,g,1:40:01,1:40:02
495,e,1:40:02,1:40:03
495,k,1:40:03,1:40:04
495,f,1:40:04,1:40:05
495,d,1:40:05,1:40:06
495,e,1:40:06,1:40:07
495,o,1:40:07,1:40:08
496,a,1:40:08,1:40:09
496,g,1:40:09,1:40:10
496,j,1:40:10,1:40:11
496,h,1:40:11,1:40:12
496,d,1:40:12,1:40:13
496,e,1:40:13,1:40:14
496,n,1:40:14,1:40:15
496,o,1:40:15,1:40:16
497,a,1:40:16,1:40:17
497,e,1:40:17,1:40:18
497,b,1:40:18,1:40:19
497,h,1:40:19,1:40:20
497,c,1:40:20,1:40:21
497,k,1:40:21,1:40:22
497,g,1:40:22,1:40:23
497,e,1:40:23,1:40:24
497,j,1:40:24,1:40:25
497,f,1:40:25,1:40:26
497,d,1:40:26,1:40:27
497,d,1:40:27,1:40:28
497,n,1:40:28,1:40:29
497,o,1:40:29,1:40:30
498,a,1:40:30,1:40:31
498,c,1:40:31,1:40:32
498,j,1:40:32,1:40:33
498,e,1:40:33,1:40:34
498,h,1:40:34,1:40:35
498,k,1:40:35,1:40:36
498,e,1:40:36,1:40:37
498,i,1:40:37,1:40:38
498,f,1:40:38,1:40:39
498,d,1:40:39,1:40:40
498,e,1:40:40,1:40:41
498,n,1:40:41,1:40:42
498,o,1:40:42,1:40:43
499,a,1:40:43,1:40:44
499,e,1:40:44,1:40:45
499,g,1:40:45,1:40:46
499,b,1:40:46,1:40:47
499,c,1:40:47,1:40:48
499,f,1:40:48,1:40:49
499,d,1:40:49,1:40:50
499,d,1:40:50,1:40:51
499,n,1:40:51,1:40:52
499,o,1:40:52,1:40:53
500,a,1:40:53,1:40:54
500,e,1:40:54,1:40:55
500,i,1:40:55,1:40:56
500,b,1:40:56,1:40:57
500,h,1:40:57,1:40:58
500,k,1:40:58,1:40:59
500,e,1:40:59,1:41:00
500,f,1:41:00,1:41:01
500,d,1:41:01,1:41:02
500,n,1:41:02,1:41:03
500,o,1:41:03,1:41:04
501,a,1:41:04,1:41:05
501,j,1:41:05,1:41:06
501,c,1:41:06,1:41:07
501,e,1:41:07,1:41:08
501,h,1:41:08,1:41:09
501,k,1:41:09,1:41:10
501,g,1:41:10,1:41:11
501,f,1:41:11,1:41:12
501,e,1:41:12,1:41:13
501,d,1:41:13,1:41:14
501,m,1:41:14,1:41:15
501,o,1:41:15,1:41:16
502,a,1:41:16,1:41:17
502,e,1:41:17,1:41:18
502,g,1:41:18,1:41:19
502,h,1:41:19,1:41:20
502,f,1:41:20,1:41:21
502,d,1:41:21,1:41:22
502,n,1:41:22,1:41:23
502,m,1:41:23,1:41:24
502,o,1:41:24,1:41:25
503,a,1:41:25,1:41:26
503,e,1:41:26,1:41:27
503,c,1:41:27,1:41:28
503,i,1:41:28,1:41:29
503,g,1:41:29,1:41:30
503,h,1:41:30,1:41:31
503,b,1:41:31,1:41:32
503,d,1:41:32,1:41:33
503,f,1:41:33,1:41:34
503,d,1:41:34,1:41:35
503,n,1:41:35,1:41:36
503,o,1:41:36,1:41:37
504,a,1:41:37,1:41:38
504,c,1:41:38,1:41:39
504,j,1:41:39,1:41:40
504,h,1:41:40,1:41:41
504,k,1:41:41,1:41:42
504,k,1:41:42,1:41:43
504,d,1:41:43,1:41:44
504,i,1:41:44,1:41:45
504,f,1:41:45,1:41:46
504,k,1:41:46,1:41:47
504,d,1:41:47,1:41:48
504,e,1:41:48,1:41:49
504,n,1:41:49,1:41:50
504,o,1:41:50,1:41:51
505,a,1:41:51,1:41:52
505,i,1:41:52,1:41:53
505,h,1:41:53,1:41:54
505,f,1:41:54,1:41:55
505,l,1:41:55,1:41:56
505,d,1:41:56,1:41:57
505,k,1:41:57,1:41:58
505,n,1:41:58,1:41:59
505,e,1:41:59,1:42:00
505,o,1:42:00,1:42:01
506,a,1:42:01,1:42:02
506,j,1:42:02,1:42:03
506,c,1:42:03,1:42:04
506,h,1:42:04,1:42:05
506,c,1:42:05,1:42:06
506,e,1:42:06,1:42:07
506,f,1:42:07,1:42:08
506,n,1:42:08,1:42:09
506,o,1:42:09,1:42:10
507,a,1:42:10,1:42:11
507,j,1:42:11,1:42:12
507,g,1:42:12,1:42:13
507,c,1:42:13,1:42:14
507,e,1:42:14,1:42:15
507,h,1:42:15,1:42:16
507,e,1:42:16,1:42:17
507,f,1:42:17,1:42:18
507,e,1:42:18,1:42:19
507,d,1:42:19,1:42:20
507,d,1:42:20,1:42:21
507,l,1:42:21,1:42:22
507,n,1:42:22,1:42:23
507,o,1:42:23,1:42:24
508,a,1:42:24,1:42:25
508,e,1:42:25,1:42:26
508,j,1:42:26,1:42:27
508,h,1:42:27,1:42:28
508,e,1:42:28,1:42:29
508,k,1:42:29,1:42:30
508,f,1:42:30,1:42:31
508,d,1:42:31,1:42:32
508,n,1:42:32,1:42:33
508,o,1:42:33,1:42:34
509,a,1:42:34,1:42:35
509,g,1:42:35,1:42:36
509,h,1:42:36,1:42:37
509,i,1:42:37,1:42:38
509,k,1:42:38,1:42:39
509,f,1:42:39,1:42:40
509,c,1:42:40,1:42:41
509,k,1:42:41,1:42:42
509,n,1:42:42,1:42:43
509,o,1:42:43,1:42:44
510,a,1:42:44,1:42:45
510,c,1:42:45,1:42:46
510,b,1:42:46,1:42:47
510,g,1:42:47,1:42:48
510,d,1:42:48,1:42:49
510,d,1:42:49,1:42:50
510,h,1:42:50,1:42:51
510,j,1:42:51,1:42:52
510,d,1:42:52,1:42:53
510,b,1:42:53,1:42:54
510,f,1:42:54,1:42:55
510,d,1:42:55,1:42:56
510,n,1:42:56,1:42:57
510,e,1:42:57,1:42:58
510,o,1:42:58,1:42:59
511,a,1:42:59,1:43:00
511,c,1:43:00,1:43:01
511,e,1:43:01,1:43:02
511,j,1:43:02,1:43:03
511,c,1:43:03,1:43:04
511,g,1:43:04,1:43:05
511,b,1:43:05,1:43:06
511,e,1:43:06,1:43:07
511,h,1:43:07,1:43:08
511,k,1:43:08,1:43:09
511,f,1:43:09,1:43:10
511,k,1:43:10,1:43:11
511,d,1:43:11,1:43:12
511,n,1:43:12,1:43:13
511,o,1:43:13,1:43:14
512,a,1:43:14,1:43:15
512,c,1:43:15,1:43:16
512,h,1:43:16,1:43:17
512,i,1:43:17,1:43:18
512,j,1:43:18,1:43:19
512,f,1:43:19,1:43:20
512,e,1:43:20,1:43:21
512,k,1:43:21,1:43:22
512,d,1:43:22,1:43:23
512,m,1:43:23,1:43:24
512,n,1:43:24,1:43:25
512,o,1:43:25,1:43:26
513,a,1:43:26,1:43:27
513,c,1:43:27,1:43:28
513,e,1:43:28,1:43:29
513,b,1:43:29,1:43:30
513,e,1:43:30,1:43:31
513,j,1:43:31,1:43:32
513,g,1:43:32,1:43:33
513,j,1:43:33,1:43:34
513,d,1:43:34,1:43:35
513,e,1:43:35,1:43:36
513,f,1:43:36,1:43:37
513,d,1:43:37,1:43:38
513,n,1:43:38,1:43:39
513,o,1:43:39,1:43:40
514,a,1:43:40,1:43:41
514,e,1:43:41,1:43:42
514,e,1:43:42,1:43:43
514,j,1:43:43,1:43:44
514,h,1:43:44,1:43:45
514,k,1:43:45,1:43:46
514,e,1:43:46,1:43:47
514,d,1:43:47,1:43:48
514,f,1:43:48,1:43:49
514,m,1:43:49,1:43:50
514,d,1:43:50,1:43:51
514,d,1:43:51,1:43:52
514,o,1:43:52,1:43:53
515,a,1:43:53,1:43:54
515,e,1:43:54,1:43:55
515,j,1:43:55,1:43:56
515,h,1:43:56,1:43:57
515,f,1:43:57,1:43:58
515,e,1:43:58,1:43:59
515,k,1:43:59,1:44:00
515,d,1:44:00,1:44:01
515,n,1:44:01,1:44:02
515,o,1:44:02,1:44:03
516,a,1:44:03,1:44:04
516,c,1:44:04,1:44:05
516,e,1:44:05,1:44:06
516,j,1:44:06,1:44:07
516,g,1:44:07,1:44:08
516,h,1:44:08,1:44:09
516,k,1:44:09,1:44:10
516,g,1:44:10,1:44:11
516,f,1:44:11,1:44:12
516,d,1:44:12,1:44:13
516,n,1:44:13,1:44:14
516,o,1:44:14,1:44:15
517,a,1:44:15,1:44:16
517,c,1:44:16,1:44:17
517,e,1:44:17,1:44:18
517,b,1:44:18,1:44:19
517,i,1:44:19,1:44:20
517,j,1:44:20,1:44:21
517,g,1:44:21,1:44:22
517,h,1:44:22,1:44:23
517,f,1:44:23,1:44:24
517,e,1:44:24,1:44:25
517,d,1:44:25,1:44:26
517,n,1:44:26,1:44:27
517,o,1:44:27,1:44:28
518,a,1:44:28,1:44:29
518,c,1:44:29,1:44:30
518,j,1:44:30,1:44:31
518,g,1:44:31,1:44:32
518,e,1:44:32,1:44:33
518,e,1:44:33,1:44:34
518,e,1:44:34,1:44:35
518,e,1:44:35,1:44:36
518,h,1:44:36,1:44:37
518,f,1:44:37,1:44:38
518,e,1:44:38,1:44:39
518,d,1:44:39,1:44:40
518,n,1:44:40,1:44:41
518,m,1:44:41,1:44:42
518,o,1:44:42,1:44:43
519,a,1:44:43,1:44:44
519,e,1:44:44,1:44:45
519,c,1:44:45,1:44:46
519,e,1:44:46,1:44:47
519,h,1:44:47,1:44:48
519,b,1:44:48,1:44:49
519,g,1:44:49,1:44:50
519,j,1:44:50,1:44:51
519,f,1:44:51,1:44:52
519,b,1:44:52,1:44:53
519,d,1:44:53,1:44:54
519,n,1:44:54,1:44:55
519,c,1:44:55,1:44:56
519,o,1:44:56,1:44:57
520,a,1:44:57,1:44:58
520,c,1:44:58,1:44:59
520,h,1:44:59,1:45:00
520,j,1:45:00,1:45:01
520,f,1:45:01,1:45:02
520,k,1:45:02,1:45:03
520,d,1:45:03,1:45:04
520,n,1:45:04,1:45:05
520,o,1:45:05,1:45:06
521,a,1:45:06,1:45:07
521,e,1:45:07,1:45:08
521,g,1:45:08,1:45:09
521,h,1:45:09,1:45:10
521,i,1:45:10,1:45:11
521,k,1:45:11,1:45:12
521,b,1:45:12,1:45:13
521,f,1:45:13,1:45:14
521,d,1:45:14,1:45:15
521,n,1:45:15,1:45:16
521,o,1:45:16,1:45:17
522,a,1:45:17,1:45:18
522,g,1:45:18,1:45:19
522,h,1:45:19,1:45:20
522,f,1:45:20,1:45:21
522,k,1:45:21,1:45:22
522,d,1:45:22,1:45:23
522,n,1:45:23,1:45:24
522,o,1:45:24,1:45:25
523,a,1:45:25,1:45:26
523,c,1:45:26,1:45:27
523,e,1:45:27,1:45:28
523,e,1:45:28,1:45:29
523,g,1:45:29,1:45:30
523,h,1:45:30,1:45:31
523,j,1:45:31,1:45:32
523,f,1:45:32,1:45:33
523,e,1:45:33,1:45:34
523,d,1:45:34,1:45:35
523,n,1:45:35,1:45:36
523,d,1:45:36,1:45:37
523,o,1:45:37,1:45:38
524,a,1:45:38,1:45:39
524,d,1:45:39,1:45:40
524,b,1:45:40,1:45:41
524,g,1:45:41,1:45:42
524,j,1:45:42,1:45:43
524,b,1:45:43,1:45:44
524,c,1:45:44,1:45:45
524,h,1:45:45,1:45:46
524,c,1:45:46,1:45:47
524,g,1:45:47,1:45:48
524,f,1:45:48,1:45:49
524,d,1:45:49,1:45:50
524,n,1:45:50,1:45:51
524,o,1:45:51,1:45:52
525,a,1:45:52,1:45:53
525,e,1:45:53,1:45:54
525,g,1:45:54,1:45:55
525,j,1:45:55,1:45:56
525,g,1:45:56,1:45:57
525,c,1:45:57,1:45:58
525,d,1:45:58,1:45:59
525,h,1:45:59,1:46:00
525,i,1:46:00,1:46:01
525,f,1:46:01,1:46:02
525,d,1:46:02,1:46:03
525,n,1:46:03,1:46:04
525,e,1:46:04,1:46:05
525,o,1:46:05,1:46:06
526,a,1:46:06,1:46:07
526,e,1:46:07,1:46:08
526,b,1:46:08,1:46:09
526,g,1:46:09,1:46:10
526,h,1:46:10,1:46:11
526,c,1:46:11,1:46:12
526,k,1:46:12,1:46:13
526,f,1:46:13,1:46:14
526,k,1:46:14,1:46:15
526,d,1:46:15,1:46:16
526,n,1:46:16,1:46:17
526,o,1:46:17,1:46:18
527,a,1:46:18,1:46:19
527,c,1:46:19,1:46:20
527,j,1:46:20,1:46:21
527,g,1:46:21,1:46:22
527,h,1:46:22,1:46:23
527,e,1:46:23,1:46:24
527,f,1:46:24,1:46:25
527,n,1:46:25,1:46:26
527,o,1:46:26,1:46:27
528,a,1:46:27,1:46:28
